-0.0316307	-0.0259019	0.0307682	-0.044254	0.00905171	0.0520298	-0.0159025	0.0813728	-0.0272564	0.0257297	-0.0214434	0.0703907	-0.0316464	0.0135056	0.0168814	-0.0201178	0.0463636	-0.00169821	0.0340352	-0.0190421	0.0319347	0.0167082	0.0142229	-0.00280452	0.0355175	-0.0286978	0.0352933	-0.0146931	0.0681146	
-0.0316307	-0.0396214	0.000171336	0.00504586	0.0439471	0.0116736	0.0493501	0.0463449	0.0697395	-0.0332638	0.00954435	-0.067793	-0.0389113	-0.0213981	0.0302169	-0.016509	0.0273739	0.00150542	-0.0342924	-0.0457698	-0.0404161	0.00887122	-0.00372843	-0.015508	-0.0479899	0.00048765	-0.0358573	0.00655659	-0.0215549	
-0.0316303	-0.0242782	-0.0299127	0.0471973	-0.000414943	-0.0497084	0.00449754	-0.0495854	0.0662199	0.0293915	0.00775402	0.0272863	0.0380868	0.0619093	0.0392347	0.0147215	0.0188428	0.018438	-0.0528801	0.020396	0.038296	-0.0232538	-0.0153714	0.00536581	0.0384109	0.0309856	0.0345258	-0.00198135	-0.0365264	
-0.0316305	0.00723289	-0.0389274	0.00545464	-0.0459336	-0.00218787	-0.0468781	-0.0777709	-0.0305905	-0.0192335	-0.0275678	-0.00617352	0.010852	-0.0831528	0.0141467	0.0142228	0.0645574	-0.0185595	0.0314244	0.0256452	0.00344559	0.000966406	0.00686212	0.0147724	-0.00530894	-0.0523782	-0.0294622	-0.00236413	0.0638113	
-0.0316308	0.0328613	-0.0195418	-0.0481127	-0.00967505	0.0460344	0.00403589	0.00603974	-0.0866455	0.00192092	0.02603	0.0406948	-0.0446044	0.0481666	0.00347718	0.0380462	0.0149827	0.0107374	-0.0236039	-0.00431192	-0.070882	-0.00128237	0.0135286	-0.00788519	-0.0309175	0.0449851	0.0282381	0.00251535	-0.0465895	
-0.0316309	0.0360249	0.0126884	-0.0155294	0.0462219	-0.00893721	0.0444187	0.0779666	-0.0154505	0.00199458	-0.0172879	-0.0891352	0.0199276	-0.0156256	-0.0203877	0.0271964	-0.0151604	0.0103441	-0.0366625	0.0449899	0.0108706	-0.0424998	-0.00899257	-0.0133199	0.0505187	-0.0104058	-0.034521	-0.00489754	-0.0124193	
-0.0316306	0.0139741	0.0360229	0.0441463	0.021444	-0.0394037	-0.0170928	0.0419025	0.07331	-0.00687878	0.0210966	0.0698938	0.04256	0.0249872	-0.0282266	0.018071	0.0129111	-0.0295265	0.0494406	0.0508915	-0.00147899	0.00475451	-0.0118214	0.0098584	-0.0385932	-0.0291307	0.0421648	0.00952489	0.054731	
-0.0316306	-0.0181425	0.0337915	0.0297317	-0.0427356	0.0208507	-0.0397835	-0.0599015	0.0533134	0.0180655	-0.0165922	-0.0243737	-0.0398819	-0.0607239	-0.0441418	-0.0112942	-0.0263383	0.0194717	0.0151507	-0.0107719	-0.0725354	0.00889168	0.0108518	0.0105134	0.00410398	0.0499704	-0.0473389	-0.0191177	-0.0507672	
-0.0316309	-0.0389261	0.0074185	-0.0395086	-0.0346104	0.0339947	0.0285058	-0.0657157	-0.0389953	-0.0313329	0.00818412	0.0148973	-0.0152586	0.0820084	-0.0232404	-0.0216464	-0.0597556	-0.00218261	-0.0250006	0.0131186	0.0230892	-0.0369875	0.0115512	-0.0127247	0.0388332	-0.0379992	0.0455241	0.0257866	0.0182278	
-0.0316311	-0.0307637	-0.0257469	-0.0400332	0.0353281	-0.0355255	0.0362897	0.0148447	-0.0676221	0.0328199	0.00961588	-0.0524169	0.04483	-0.0408758	-0.00482979	-0.0444947	-0.0106557	-0.0218177	0.0537571	0.0237301	0.032042	0.0331984	-0.0138399	-0.00998773	-0.0553939	-0.00314389	-0.0360201	-0.0344206	0.0370053	
